brand,gender,cluster_threshold,min_products_per_cluster,min_discounted_per_cluster,fdr_alpha,baseline_freq_pct,baseline_depth_pct,n_products,n_discounted,n_clusters,n_testable_freq,n_testable_depth,n_significant_freq,n_significant_depth,time_pairwise_s,time_linkage_s,time_total_s
lulu,womens,8,14,10,0.05,0.0,0.0,46804,0,351,0,0,0,0,17.958947896957397,44.99003601074219,62.948983907699585
