cluster_id,lab_l,lab_a,lab_b,r,g,b,hex_color,hue_angle,n_products
202,78.84,3.76,-11.53,0.7523,0.7599,0.8488,#bfc1d8,288.1,26
203,73.89,2.63,-9.31,0.6989,0.7088,0.7786,#b2b4c6,285.8,183
204,81.58,1.03,-5.56,0.7832,0.7942,0.8354,#c7cad5,280.5,257
205,80.74,0.07,-1.96,0.7795,0.7862,0.8,#c6c8cb,272.0,147
206,77.33,0.27,-5.22,0.7324,0.7498,0.7864,#babfc8,272.9,140
207,68.23,0.34,-0.25,0.6539,0.6515,0.6539,#a6a6a6,323.4,234
208,71.16,-1.89,-4.18,0.6537,0.6885,0.7123,#a6afb5,245.7,26
209,67.34,-1.37,-7.82,0.6039,0.6481,0.6972,#99a5b1,260.1,23
210,52.13,28.97,-4.48,0.6599,0.4139,0.5208,#a86984,351.2,8
211,51.06,18.01,-3.89,0.5843,0.435,0.5047,#946e80,347.8,128
212,52.39,21.7,15.75,0.6605,0.4326,0.3886,#a86e63,36.0,57
213,56.51,21.37,14.3,0.7013,0.4749,0.4382,#b2796f,33.8,31
214,56.51,35.07,10.34,0.7718,0.433,0.4671,#c46e77,16.4,6
215,54.56,22.88,7.84,0.6769,0.4527,0.4625,#ac7375,18.9,35
216,51.22,29.01,10.66,0.6799,0.4002,0.4124,#ad6669,20.2,16
217,55.34,17.11,-3.24,0.6252,0.4797,0.5434,#9f7a8a,349.3,196
218,59.25,15.95,-3.68,0.6579,0.5222,0.5862,#a78595,347.0,101
219,60.08,11.35,1.49,0.6505,0.5409,0.559,#a5898e,7.5,20
220,52.39,11.97,-3.16,0.5619,0.4635,0.5125,#8f7682,345.2,19
221,64.42,15.39,-2.01,0.7139,0.576,0.6283,#b692a0,352.5,215
222,65.64,8.26,1.41,0.6884,0.6056,0.6164,#af9a9d,9.7,82
223,65.17,12.57,7.45,0.7278,0.5883,0.5702,#b99691,30.7,75
224,64.37,48.3,9.41,0.9347,0.4648,0.5546,#ee768d,11.0,62
225,70.84,39.77,7.38,0.9588,0.566,0.6338,#f490a1,10.5,82
226,71.26,25.58,-4.84,0.8482,0.6198,0.7216,#d89eb8,349.3,112
