brand,gender,cluster_threshold,min_products_per_cluster,min_discounted_per_cluster,fdr_alpha,baseline_freq_pct,baseline_depth_pct,n_products,n_discounted,n_clusters,n_testable_freq,n_testable_depth,n_significant_freq,n_significant_depth,time_pairwise_s,time_linkage_s,time_total_s
puma,mens,8,14,10,0.05,47.86141814845559,40.36984491334067,22889,10955,297,228,174,98,45,5.378076076507568,9.805845975875854,15.183922052383423
