brand,gender,cluster_threshold,min_products_per_cluster,min_discounted_per_cluster,fdr_alpha,baseline_freq_pct,baseline_depth_pct,n_products,n_discounted,n_clusters,n_testable_freq,n_testable_depth,n_significant_freq,n_significant_depth,time_pairwise_s,time_linkage_s,time_total_s
ua,womens,8,14,10,0.05,47.6515125560999,20.72618464125694,29189,13909,249,198,173,118,116,7.980576753616333,14.319343090057373,22.299919843673706
