cluster_id,lab_l,lab_a,lab_b,r,g,b,hex_color,hue_angle,n_products
212,33.85,42.7,26.79,0.5704,0.1686,0.1553,#912a27,32.1,144
213,25.14,47.43,35.0,0.4938,0.0036,0.0243,#7d0006,36.4,1
214,26.57,17.25,1.11,0.3453,0.2067,0.2419,#58343d,3.7,10
215,36.87,13.39,4.36,0.4317,0.3091,0.3146,#6e4e50,18.1,43
216,44.94,17.17,5.67,0.5376,0.3751,0.3826,#895f61,18.3,53
217,38.48,26.15,13.85,0.531,0.2855,0.2723,#874845,27.9,9
218,36.14,57.74,17.01,0.6573,0.0742,0.2394,#a7123d,16.4,56
219,41.75,66.77,14.3,0.7633,0.0407,0.3081,#c20a4e,12.1,152
220,33.43,36.9,0.36,0.5111,0.2013,0.3109,#82334f,0.6,45
221,41.11,42.67,0.34,0.6231,0.252,0.3838,#9e4061,0.5,115
222,32.24,4.12,16.18,0.3558,0.2857,0.1984,#5a4832,75.7,30
223,27.42,18.69,22.88,0.3882,0.2057,0.1188,#62341e,50.8,5
224,37.68,15.91,26.37,0.4853,0.3058,0.1825,#7b4d2e,58.9,1
225,24.59,-1.22,10.56,0.2456,0.2291,0.1667,#3e3a2a,96.6,206
226,37.3,-2.34,12.44,0.36,0.346,0.2656,#5b5843,100.7,54
227,32.47,-2.71,12.55,0.3126,0.302,0.2219,#4f4d38,102.2,235
228,10.53,12.03,-0.01,0.1713,0.0869,0.1132,#2b161c,359.9,8
229,16.4,19.21,1.71,0.259,0.1135,0.1522,#421c26,5.1,71
230,16.83,5.85,3.97,0.2032,0.1507,0.1415,#332624,34.1,142
231,28.78,3.0,4.25,0.295,0.2591,0.2409,#4b423d,54.8,5
232,23.42,9.3,5.23,0.2822,0.1984,0.1896,#473230,29.3,15
233,11.96,0.02,-0.3,0.1225,0.1232,0.1247,#1f1f1f,272.9,325
234,15.79,0.47,-0.8,0.1548,0.1535,0.1586,#272728,300.2,323
235,10.4,1.56,-2.98,0.1119,0.1089,0.1266,#1c1b20,297.7,1915
236,12.12,4.25,-9.12,0.122,0.1192,0.1735,#1f1e2c,295.0,243
237,15.41,1.28,-6.64,0.1387,0.1504,0.1875,#23262f,280.9,73
238,14.11,1.72,-2.72,0.1432,0.1381,0.1554,#242327,302.2,3968
239,12.78,5.66,-12.79,0.1221,0.1228,0.1989,#1f1f32,293.9,779
240,17.65,5.66,-11.12,0.1695,0.1619,0.2322,#2b293b,297.0,363
241,15.99,5.74,-13.55,0.1463,0.1489,0.2311,#25253a,293.0,561
242,18.27,3.26,-16.72,0.1314,0.1736,0.2691,#212c44,281.0,29
243,10.62,9.6,-18.24,0.1055,0.0998,0.21,#1a1935,297.8,171
244,25.95,1.58,-16.33,0.1881,0.2426,0.3375,#2f3d56,275.5,76
245,22.63,4.85,-12.47,0.2018,0.206,0.2844,#333448,291.2,135
246,28.16,4.07,-11.9,0.2477,0.2557,0.3318,#3f4154,288.9,208
247,23.52,1.47,-2.25,0.2224,0.2174,0.2328,#38373b,303.1,392
248,23.5,1.11,-7.71,0.202,0.2193,0.2642,#333743,278.2,22
249,29.83,1.53,-3.41,0.2753,0.2733,0.2961,#46454b,294.2,176
