cluster_id,lab_l,lab_a,lab_b,r,g,b,hex_color,hue_angle,n_products
465,60.19,1.25,-7.55,0.5519,0.5683,0.6205,#8c909e,279.4,88
466,69.55,1.12,-14.02,0.6214,0.6678,0.7648,#9eaac3,274.6,79
467,66.27,3.85,-11.66,0.6189,0.6264,0.7132,#9d9fb5,288.3,101
468,57.6,10.88,-2.09,0.6116,0.5179,0.5579,#9b848e,349.1,3
469,61.03,9.06,-10.41,0.6082,0.5597,0.6497,#9b8ea5,311.0,55
470,53.14,15.68,-25.7,0.5155,0.4696,0.6709,#8377ab,301.4,13
471,54.35,8.06,-13.98,0.5194,0.4958,0.6041,#847e9a,300.0,90
472,56.7,-0.92,-12.22,0.4805,0.5388,0.6157,#7a899d,265.7,39
473,52.9,-2.84,-18.42,0.3953,0.5065,0.6177,#64819d,261.2,43
474,58.57,-5.82,-6.09,0.4851,0.5662,0.593,#7b9097,226.3,33
475,52.35,-4.48,-4.64,0.4399,0.5001,0.5199,#707f84,226.0,25
476,55.73,-0.52,-6.26,0.498,0.5263,0.5655,#7e8690,265.3,106
477,66.04,3.86,-25.62,0.552,0.6289,0.8083,#8ca0ce,278.6,23
478,61.01,-2.08,-21.34,0.4687,0.5883,0.7234,#7796b8,264.4,33
479,64.35,4.32,-36.51,0.4704,0.6148,0.8662,#779cdc,276.8,16
480,55.17,17.39,-46.43,0.4315,0.4952,0.8342,#6e7ed4,290.5,15
481,56.38,9.1,-24.64,0.5019,0.5175,0.6975,#7f83b1,290.3,20
482,57.36,3.69,-25.9,0.4586,0.5403,0.7161,#7489b6,278.1,39
483,46.57,27.47,-54.55,0.3728,0.3889,0.7951,#5f63ca,296.7,9
484,49.18,18.34,-35.7,0.4461,0.4284,0.696,#716db1,297.2,8
485,49.66,1.74,-18.32,0.4041,0.4648,0.5839,#677694,275.4,99
486,48.86,8.48,-34.74,0.3601,0.4488,0.6854,#5b72ae,283.7,50
487,57.15,-2.77,-47.85,0.096,0.5613,0.8647,#188fdc,266.7,98
488,61.66,-7.03,-42.02,0.2107,0.6134,0.874,#359cde,260.5,81
489,53.21,-2.18,-40.48,0.2105,0.517,0.7703,#3583c4,266.9,168
490,57.92,0.94,-36.94,0.3572,0.5565,0.7979,#5b8dcb,271.5,79
491,57.42,-7.14,-25.73,0.3488,0.5634,0.7147,#588fb6,254.5,117
492,57.38,-4.44,-17.61,0.4301,0.5548,0.659,#6d8da8,255.8,45
493,39.78,-9.67,-26.84,0.0661,0.3938,0.5374,#106489,250.2,18
494,45.69,1.22,-43.07,0.1122,0.4373,0.7065,#1c6fb4,271.6,59
495,46.23,-6.57,-26.78,0.2226,0.4508,0.6037,#387299,256.2,39
496,47.79,12.81,-54.25,0.1929,0.4384,0.8056,#316fcd,283.3,251
497,45.43,-4.19,-14.23,0.332,0.4341,0.5135,#546e82,253.6,10
498,42.88,16.37,-53.44,0.1975,0.3827,0.7464,#3261be,287.0,207
499,41.64,2.77,-42.32,0.0931,0.3951,0.6584,#1764a7,273.7,106
500,41.84,-0.32,-24.6,0.2704,0.3954,0.5447,#44648a,269.3,35
501,61.36,-16.53,-10.26,0.392,0.6169,0.6495,#639da5,211.8,26
502,58.63,-11.69,-2.98,0.449,0.5775,0.5718,#729391,194.3,95
503,66.84,-6.94,-6.37,0.5587,0.6543,0.6811,#8ea6ad,222.6,86
504,67.2,-13.52,-10.96,0.4797,0.6728,0.7165,#7aabb6,219.0,77
505,53.92,-19.63,-24.48,0.0821,0.55,0.6679,#148caa,231.3,25
506,56.5,-12.77,-17.87,0.3324,0.5621,0.6508,#548fa5,234.4,46
507,61.0,-18.04,-32.1,0.0871,0.6231,0.7966,#169ecb,240.7,7
508,66.89,-21.42,-22.65,0.2822,0.6879,0.7945,#47afca,226.6,29
509,52.01,-26.72,-9.01,0.15,0.5372,0.5435,#26888a,198.6,33
510,56.09,-27.46,-11.74,0.1532,0.5811,0.6036,#279499,203.1,74
511,52.76,-16.94,-1.57,0.349,0.5268,0.5022,#588680,185.3,48
512,58.37,-19.22,-1.37,0.3833,0.5883,0.5573,#61968e,184.1,76
513,57.67,-14.67,0.36,0.4275,0.5724,0.5389,#6d9189,178.6,35
514,50.04,-24.39,-16.27,0.0156,0.5155,0.5719,#038391,213.7,27
515,43.45,-22.39,-13.46,0.0313,0.4455,0.487,#07717c,211.0,20
516,47.57,-9.51,-13.15,0.3084,0.4648,0.5275,#4e7686,234.1,42
517,52.24,-11.65,-11.57,0.3425,0.5148,0.5643,#57838f,224.8,52
518,47.39,-10.57,-3.84,0.3447,0.4623,0.4645,#577576,200.0,64
519,51.58,-9.4,-2.66,0.4004,0.5016,0.4986,#667f7f,195.8,88
