cluster_id,lab_l,lab_a,lab_b,r,g,b,hex_color,hue_angle,n_products
252,22.01,23.53,-45.77,0.1254,0.1731,0.4777,#1f2c79,297.2,428
253,21.37,44.17,-52.41,0.2562,0.0862,0.513,#411582,310.1,10
254,18.93,34.2,-51.22,0.1495,0.1153,0.4803,#261d7a,303.7,120
255,22.99,26.63,-31.0,0.2698,0.161,0.3984,#442965,310.7,196
256,16.8,22.3,-26.79,0.203,0.1198,0.3143,#331e50,309.8,189
257,28.4,11.45,-24.95,0.2439,0.2469,0.4135,#3e3e69,294.7,21
258,17.07,9.64,-20.13,0.152,0.1521,0.2779,#262646,295.6,49
259,20.29,13.35,-28.54,0.1608,0.1743,0.3569,#292c5b,295.1,71
260,20.8,3.11,-16.52,0.1537,0.1952,0.291,#27314a,280.7,51
261,24.18,0.39,-18.43,0.1483,0.23,0.3333,#253a54,271.2,61
262,22.27,5.86,-13.15,0.2028,0.2011,0.2851,#333348,294.0,329
263,23.19,2.13,-9.46,0.1998,0.2152,0.2717,#323645,282.7,245
264,15.22,3.38,-14.5,0.1182,0.1475,0.2295,#1e253a,283.1,247
265,9.75,8.67,-14.23,0.1105,0.0934,0.181,#1c172e,301.4,62
266,13.67,5.99,-13.62,0.1281,0.1296,0.2112,#202135,293.7,1391
267,16.98,5.3,-11.44,0.1603,0.1572,0.228,#28283a,294.8,1146
268,11.67,4.21,-10.56,0.1126,0.1161,0.1773,#1c1d2d,291.7,446
269,11.92,12.39,-18.45,0.1341,0.1036,0.2227,#221a38,303.9,111
270,13.1,21.02,-37.61,0.0802,0.1017,0.3414,#141957,299.2,126
271,2.94,-0.52,-0.08,0.0364,0.0435,0.0426,#090b0a,188.4,54
272,13.77,0.33,-0.55,0.1382,0.1373,0.1408,#232323,300.8,983
273,9.93,-0.06,-0.85,0.1047,0.1075,0.1116,#1a1b1c,265.7,251
274,14.13,1.7,-2.93,0.1427,0.1383,0.1566,#242327,300.2,4770
275,10.36,1.65,-3.01,0.112,0.1084,0.1264,#1c1b20,298.7,1795
276,35.0,0.23,-11.18,0.2847,0.3253,0.3919,#485263,271.2,25
277,35.17,4.64,-11.78,0.3163,0.3181,0.3976,#505165,291.5,70
278,28.4,4.65,-4.62,0.2786,0.2545,0.2906,#47404a,315.2,29
279,28.69,0.45,-7.98,0.242,0.2664,0.3129,#3d434f,273.2,57
280,28.54,3.91,-11.97,0.2497,0.2595,0.3358,#3f4255,288.1,230
281,38.82,6.51,-1.57,0.3963,0.345,0.369,#65575e,346.4,13
282,35.5,2.09,-3.5,0.3307,0.324,0.3492,#545259,300.9,374
283,36.7,-0.03,-0.47,0.3369,0.3387,0.3414,#555657,266.1,495
284,41.15,0.74,-1.41,0.3812,0.3793,0.3895,#616063,297.8,527
285,29.86,0.52,-2.0,0.2732,0.2752,0.2878,#454649,284.5,645
286,24.16,-0.64,0.58,0.2228,0.2263,0.2217,#383938,137.8,124
287,24.3,1.57,-3.05,0.2275,0.2242,0.2443,#3a393e,297.2,405
288,19.64,1.6,-2.24,0.1899,0.1839,0.1991,#302e32,305.6,835
289,30.2,10.63,5.49,0.3536,0.2548,0.2471,#5a403f,27.3,22
290,33.5,2.02,7.71,0.3406,0.3031,0.2617,#564d42,75.3,42
291,32.53,0.56,0.58,0.3053,0.2987,0.2964,#4d4c4b,46.0,222
