instance_id,archive_id,cluster_id,lab_l,lab_a,lab_b,perc,is_discounted,discount_depth,price_std,price_curr
1,1,275,10.433616808404201,2.836818409204602,-4.836818409204602,99.95,False,0.0,110,110
2,1,117,75.5011,0.0,0.0,99.99999999999999,False,0.0,110,110
3,1,141,43.480900000000005,16.075400000000005,27.388400000000004,99.99999999999999,True,24.545454545454547,110,83
4,1,285,31.72187218721872,0.0,0.0,99.99,False,0.0,110,110
5,1,183,21.00950095009501,-1.5715571557155719,7.006300630063006,99.99,False,0.0,110,110
7,1,141,42.3495,17.0052,28.208000000000002,100.0,True,5.454545454545454,110,104
8,1,117,76.70402959704029,0.39516048395160486,0.4106589341065893,100.01,False,0.0,110,110
9,1,81,59.58249999999999,4.7940000000000005,8.556799999999999,100.00000000000001,True,5.454545454545454,110,104
10,1,179,29.294670532946707,-2.7283271672832714,13.18978102189781,100.01000000000002,False,0.0,110,110
23,1,285,32.789221077892215,1.095890410958904,-3.0,100.00999999999999,False,0.0,30,30
26,1,285,31.017900000000004,-0.9891,-2.1703,100.0,False,0.0,30,30
36,1,53,55.731826817318264,0.2525747425257474,-4.252574742525748,100.01,True,25.333333333333336,75,56
37,1,291,32.649651268573734,0.0,0.0,98.93,False,0.0,75,75
38,1,291,33.28102810281028,0.0,0.0,99.99000000000001,False,0.0,75,75
39,1,243,33.823699999999995,11.0362,-36.620099999999994,100.00000000000001,False,0.0,75,75
40,1,283,36.91027452563585,0.0,0.0,99.08,False,0.0,80,80
41,1,266,13.713883016208596,5.768448605657907,-13.204771972213832,99.33,False,0.0,80,80
42,1,274,12.485478081148699,1.5048406396171,-2.9999999999999996,91.93,False,0.0,25,25
43,1,291,27.6839,2.2106,1.8891,99.99999999999999,False,0.0,25,25
58,1,114,64.81483386482873,0.43524328772760007,-4.084662071803312,97.21,False,0.0,110,110
59,1,81,64.32236776322367,5.275572442755724,8.873912608739124,100.01,False,0.0,110,110
60,1,100,89.66578680203045,1.0,-2.003045685279188,98.5,False,0.0,110,110
61,1,61,64.30799999999999,-3.453499999999999,-11.533899999999997,100.00000000000001,False,0.0,110,110
62,1,103,83.19671267516595,1.0,-2.0,94.91,True,14.545454545454545,110,94
63,1,158,50.62703729627039,4.965803419658034,11.113288671132889,100.00999999999999,True,24.545454545454547,110,83
64,1,100,92.15358464153584,1.4344565543445658,-1.9474052594740527,100.00999999999999,True,14.545454545454545,110,94
65,1,109,94.0,0.0,6.000000000000001,62.89,True,24.545454545454547,110,83
67,1,100,93.53480000000002,1.7395999999999998,-1.6847999999999996,100.0,False,0.0,110,110
69,1,138,30.553599999999992,7.3043,23.597899999999996,100.00000000000001,False,0.0,110,110
70,1,134,63.68573142685733,6.944005599440058,1.2007799220077993,100.00999999999999,False,0.0,110,110
71,1,251,25.251299999999997,12.5001,-36.40970000000001,100.0,False,0.0,48,48
72,1,274,11.524422110552765,1.4538693467336685,-2.8575879396984925,99.5,False,0.0,48,48
73,1,117,76.40594258181088,0.04878538446095162,-0.09757076892190324,99.62,True,22.916666666666664,48,37
74,1,285,28.570268644747394,0.0,0.0,99.76,False,0.0,48,48
85,1,103,80.2085791420858,0.4434556544345566,0.0,100.00999999999999,False,0.0,60,60
86,1,263,21.2523,0.33030000000000004,-4.9289,100.0,True,25.0,60,45
87,1,275,7.689000000000001,1.6162000000000003,-2.9345000000000003,99.99999999999999,False,0.0,60,60
89,1,80,62.13341334133414,3.1720172017201724,19.51795179517952,99.99,False,0.0,60,60
90,1,180,23.616500000000002,-3.8464,13.2663,100.0,False,0.0,60,60
96,1,117,72.8861,0.0,0.0,100.0,False,0.0,35,35
99,1,274,12.188966072687004,2.0,-3.12866203563878,99.33,False,0.0,35,35
100,1,266,13.557201894970264,5.423949198669488,-13.162181231730672,99.21000000000001,False,0.0,35,35
102,1,179,30.22160859524048,-2.742444020483984,13.331961040265087,99.59,False,0.0,55,55
103,1,275,10.42362505018065,1.5416499397832195,-2.9999999999999996,99.64000000000001,False,0.0,55,55
104,1,286,23.04495844597977,-1.0,-1.9597476719735658,99.86999999999999,False,0.0,55,55
105,1,275,8.638150636846854,3.9648982047939025,-7.080533547287132,99.71000000000001,False,0.0,55,55
106,1,275,10.007942891614718,1.6585562034988939,-2.8861854011662977,99.46000000000001,True,23.636363636363637,55,42
108,1,275,10.878484058552235,1.3027872468417885,-2.9999999999999996,99.74000000000001,False,0.0,50,50
109,1,275,9.113297494674915,1.2955675017750279,-3.0000000000000004,98.59,True,24.0,50,38
110,1,118,77.34156626506025,0.8504016064257027,0.0,99.60000000000001,False,0.0,50,50
111,1,29,45.38936106389361,-4.040895910408959,-29.624037596240377,100.01,True,24.0,50,38
112,1,264,15.57574844283705,4.6334137030339555,-15.037070524412297,99.53999999999999,True,24.0,50,38
113,1,80,62.509849015098496,3.123687631236876,13.364763523647635,100.01,False,0.0,50,50
114,1,147,44.96569999999999,0.0,0.0,100.00000000000001,False,0.0,50,50
115,1,100,91.1676526621879,1.0,-2.0017046024265515,99.73000000000002,False,0.0,50,50
118,1,242,38.56724327567244,17.106389361063894,-35.65113488651136,100.00999999999999,True,24.0,50,38
120,1,250,28.6178,23.767600000000005,-49.313900000000004,100.0,False,0.0,50,50
121,1,218,48.52214778522147,39.02749725027497,21.50984901509848,100.01,True,24.0,50,38
122,1,236,19.216721672167214,34.2039203920392,11.984498449844983,99.99000000000001,False,0.0,50,50
124,1,180,28.62263773622637,-3.512148785121487,12.861813818618135,100.01000000000002,False,0.0,50,50
125,1,275,10.510970844604747,1.5457369001102095,-2.973750125237952,99.81,False,0.0,50,50
126,1,232,34.041995800419954,43.34766523347665,26.949505049495052,100.01,False,0.0,50,50
129,1,101,82.5347882670938,1.0,2.0,99.89,False,0.0,50,50
130,1,283,36.589276732723064,0.0,0.0,99.41000000000001,True,24.0,50,38
132,1,283,36.16718608625717,0.0,0.0,99.47,True,24.0,50,38
155,1,275,10.189708679547506,1.5329862849134048,-3.0000000000000004,99.88999999999999,False,0.0,70,70
157,1,118,77.2987,1.0,-2.0,100.0,False,0.0,70,70
158,1,256,15.837200000000003,28.353600000000007,-32.83219999999999,100.0,False,0.0,70,70
159,1,268,12.37575331458417,4.308055443953395,-9.986540779429491,99.55999999999999,False,0.0,70,70
161,1,237,22.740674067406744,37.174317431743184,10.785878587858786,99.99,False,0.0,70,70
162,1,186,13.355588972431079,-12.294335839598997,6.055839598997492,99.75,False,0.0,70,70
165,1,116,71.1847,2.0,-6.2627,100.0,False,0.0,30,30
166,1,117,76.56099999999999,0.0,0.0,100.00000000000001,True,10.0,30,27
167,1,266,11.2399,6.6438,-13.787,100.0,False,0.0,30,30
171,1,273,9.36046257909666,0.0,0.3470434213397338,91.66,False,0.0,30,30
172,1,103,81.98806996259225,0.1004953998584572,-0.23799413608330805,98.91,False,0.0,30,30
173,1,142,37.781200000000005,-2.8654,14.1005,100.0,False,0.0,30,30
174,1,107,85.73427342734274,1.4605460546054605,13.987498749874987,99.99,False,0.0,30,30
175,1,162,45.7161,6.928899999999999,22.183899999999994,100.00000000000001,False,0.0,30,30
177,1,273,10.756068204613843,0.34262788365095287,-2.6601805416248747,99.69999999999999,False,0.0,30,30
178,1,100,85.97230000000002,1.0249000000000001,-2.0249,100.0,False,0.0,30,30
180,1,283,39.172582741725826,0.0,0.0,100.00999999999999,False,0.0,30,30
182,1,100,92.0342616710078,1.0,-2.0,99.82000000000001,False,0.0,30,30
183,1,212,44.3078,68.78390000000002,34.1915,100.0,False,0.0,30,30
184,1,255,21.505750575057505,27.157815781578154,-33.12681268126812,99.99000000000001,False,0.0,30,30
185,1,237,21.402599999999996,34.58539999999999,10.4267,100.0,False,0.0,30,30
186,1,186,17.50376166114956,-15.142441568863477,6.20232721436453,99.69000000000001,False,0.0,30,30
187,1,178,43.95430456954304,-28.38716128387161,13.745225477452253,100.01,False,0.0,30,30
188,1,3,73.40230000000001,-3.9714,-25.062499999999996,100.0,False,0.0,30,30
190,1,73,73.55182804339091,4.975291281639212,58.47227802330252,99.56,True,26.666666666666668,30,22
191,1,275,10.127365575247822,1.8801441874436768,-2.880144187443677,99.86999999999999,False,0.0,130,130
192,1,267,16.4754,4.775399999999999,-11.4712,100.00000000000001,False,0.0,130,130
193,1,103,84.26010000000001,0.0,0.0,100.0,False,0.0,130,130
194,1,111,89.01010101010101,0.0,-0.013701370137013702,99.99000000000001,False,0.0,130,130
195,1,237,22.5275,37.602199999999996,9.6007,100.0,False,0.0,130,130
196,1,128,71.9857,8.0172,1.0171999999999999,100.0,False,0.0,130,130
197,1,274,13.932543665930536,2.5695643445091347,-5.0,99.62,False,0.0,60,60
198,1,78,56.8315,-0.6573,13.342699999999997,100.00000000000001,True,5.0,60,57
199,1,112,66.70949999999999,1.0,-2.0,100.00000000000001,False,0.0,60,60
200,1,140,38.92510000000001,14.930400000000004,24.690199999999997,99.99999999999999,True,23.333333333333332,60,46
201,1,284,39.667,1.0335,-2.067,100.0,False,0.0,60,60
202,1,268,12.6538,3.6763,-7.694799999999999,100.0,False,0.0,60,60
203,1,221,23.9041,5.210100000000001,2.0286,100.0,True,25.0,60,45
204,1,134,64.2471,5.255800000000002,0.0,99.99999999999999,False,0.0,60,60
205,1,251,24.212999999999997,12.891100000000002,-37.2677,100.0,False,0.0,60,60
206,1,186,17.791,-16.753100000000003,8.628400000000001,100.0,False,0.0,60,60
213,1,70,87.8457,-38.842999999999996,73.95369999999998,100.0,True,24.285714285714285,70,53
214,1,275,10.1889,1.1963,-2.6845000000000003,100.0,False,0.0,70,70
215,1,158,52.0722,3.0844,11.7984,100.0,False,0.0,70,70
218,1,284,40.57854214578542,0.0,0.0,100.01,False,0.0,70,70
